neighbourhood_name,common_name,n,frequency
MOUNT PLEASANT,CHINESE KOUSA DOGWOOD,1,1.589319771137953e-4
MOUNT PLEASANT,CHINESE TULIPTREE,1,1.589319771137953e-4
MOUNT PLEASANT,CLEVELAND NORWAY MAPLE,5,7.946598855689765e-4
MOUNT PLEASANT,COLUMNAR NORWAY MAPLE,98,0.015575333757151939
MOUNT PLEASANT,COLUMNAR SARGENT CHERRY,1,1.589319771137953e-4
MOUNT PLEASANT,COLUMNAR SWEDISH ASPEN,6,9.535918626827717e-4
MOUNT PLEASANT,COMMOM CHOKECHERRY,1,1.589319771137953e-4
MOUNT PLEASANT,COMMON APPLE,1,1.589319771137953e-4
MOUNT PLEASANT,COMMON CATALPA,1,1.589319771137953e-4
MOUNT PLEASANT,COMMON HORSECHESTNUT,214,0.03401144310235219
MOUNT PLEASANT,COPPER OR PURPLE BEECH,5,7.946598855689765e-4
MOUNT PLEASANT,CRIMEAN LINDEN,218,0.03464717101080737
MOUNT PLEASANT,CRIMSON KING NORWAY MAPLE,4,6.357279084551812e-4
MOUNT PLEASANT,CRIMSON SPIRE OAK,5,7.946598855689765e-4
MOUNT PLEASANT,CRIMSON SUNSET MAPLE,1,1.589319771137953e-4
MOUNT PLEASANT,DAWN REDWOOD,11,0.0017482517482517483
MOUNT PLEASANT,DAWYCK'S BEECH,83,0.013191354100445009
MOUNT PLEASANT,DEBORAH NORWAY MAPLE,8,0.0012714558169103624
MOUNT PLEASANT,DEGROOT LINDEN,6,9.535918626827717e-4
MOUNT PLEASANT,DEODAR CEDAR,3,4.7679593134138587e-4
MOUNT PLEASANT,DOGWOOD SPECIES,2,3.178639542275906e-4
MOUNT PLEASANT,DOUGLAS FIR,11,0.0017482517482517483
MOUNT PLEASANT,DOUGLAS HAWTHORN,6,9.535918626827717e-4
MOUNT PLEASANT,DOVE OR HANDKERCHIEF TREE,19,0.0030197075651621106
MOUNT PLEASANT,DWARF ALBERTA SPRUCE,1,1.589319771137953e-4
MOUNT PLEASANT,EASTERN HORNBEAM,5,7.946598855689765e-4
MOUNT PLEASANT,EASTERN REDBUD,20,0.003178639542275906
MOUNT PLEASANT,EDDIES WHITE WONDER DOGWOOD,14,0.0022250476795931343
MOUNT PLEASANT,EMERALD QUEEN NORWAY MAPLE,13,0.002066115702479339
MOUNT PLEASANT,ENGLISH HAWTHORN,30,0.004767959313413859
MOUNT PLEASANT,ENGLISH HOLLY,4,6.357279084551812e-4
MOUNT PLEASANT,ENGLISH OAK,33,0.005244755244755245
MOUNT PLEASANT,EUROPEAN ASH,38,0.006039415130324221
MOUNT PLEASANT,EUROPEAN BEECH,103,0.016369993642720914
MOUNT PLEASANT,EUROPEAN BIRDCHERRY,9,0.0014303877940241576
MOUNT PLEASANT,EUROPEAN BLACK ALDER,1,1.589319771137953e-4
MOUNT PLEASANT,EUROPEAN HORNBEAM,31,0.004926891290527654
MOUNT PLEASANT,EUROPEAN MOUNTAIN ASH,5,7.946598855689765e-4
MOUNT PLEASANT,EUROPEAN WHITE BIRCH,31,0.004926891290527654
MOUNT PLEASANT,EVELYN HEDGE MAPLE,1,1.589319771137953e-4
MOUNT PLEASANT,FALSECYPRESS SPECIES,3,4.7679593134138587e-4
MOUNT PLEASANT,FERNLEAF BEECH,1,1.589319771137953e-4
MOUNT PLEASANT,FLOWERING ASH,41,0.006516211061665607
MOUNT PLEASANT,FRANZ FONTAINE HORNBEAM,1,1.589319771137953e-4
MOUNT PLEASANT,FREEMAN'S S.S. MAPLE,76,0.012078830260648443
MOUNT PLEASANT,GIANT FILBERT,1,1.589319771137953e-4
MOUNT PLEASANT,GIANT SEQUOIA,4,6.357279084551812e-4
MOUNT PLEASANT,GINKGO OR MAIDENHAIR TREE,16,0.0025429116338207248
MOUNT PLEASANT,GLOBE HORNBEAM,4,6.357279084551812e-4
MOUNT PLEASANT,GLOBE OR MOPHEAD ACACIA,12,0.0019071837253655435
MOUNT PLEASANT,GLOBEHEAD NORWAY MAPLE,29,0.004609027336300063
MOUNT PLEASANT,GOLD LEAF BLACK LOCUST,13,0.002066115702479339
MOUNT PLEASANT,GOLDEN ASH,1,1.589319771137953e-4
MOUNT PLEASANT,GOLDEN BEECH,1,1.589319771137953e-4
MOUNT PLEASANT,GOLDEN CAUCASIAN MAPLE,3,4.7679593134138587e-4
MOUNT PLEASANT,GOLDEN CHAIN TREE,2,3.178639542275906e-4
MOUNT PLEASANT,GOLDEN DAWYCK BEECH,15,0.0023839796567069293
MOUNT PLEASANT,GOLDEN WHITEBEAM,6,9.535918626827717e-4
MOUNT PLEASANT,GRAND FIR,3,4.7679593134138587e-4
MOUNT PLEASANT,GREEN ASH,6,9.535918626827717e-4
MOUNT PLEASANT,GREEN COLUMN BLACK MAPLE,3,4.7679593134138587e-4
MOUNT PLEASANT,GREEN PILLAR PIN OAK,22,0.0034965034965034965
MOUNT PLEASANT,HARVEST ORANGE JPN MAPLE,3,4.7679593134138587e-4
MOUNT PLEASANT,HARVEST ORANGE MAPLE,1,1.589319771137953e-4
MOUNT PLEASANT,HAWTHORN SPECIES,1,1.589319771137953e-4
MOUNT PLEASANT,HEDGE MAPLE,60,0.009535918626827717
MOUNT PLEASANT,HIGAN CHERRY,3,4.7679593134138587e-4
MOUNT PLEASANT,HOLLY SPECIES,4,6.357279084551812e-4
MOUNT PLEASANT,HONEYLOCUST,1,1.589319771137953e-4
MOUNT PLEASANT,HOOP'S BLUE SPRUCE,3,4.7679593134138587e-4
MOUNT PLEASANT,HUGARIAN OAK,1,1.589319771137953e-4
MOUNT PLEASANT,INGES RUBY VASE IRONWOOD,7,0.0011125238397965672
MOUNT PLEASANT,JACK PINE,2,3.178639542275906e-4
MOUNT PLEASANT,JAPANESE DOGWOOD,10,0.001589319771137953
MOUNT PLEASANT,JAPANESE FLOWERING CHERRY,6,9.535918626827717e-4
MOUNT PLEASANT,JAPANESE FLOWERING CRABAPPLE,7,0.0011125238397965672
MOUNT PLEASANT,JAPANESE HORNBEAM,11,0.0017482517482517483
MOUNT PLEASANT,JAPANESE MAPLE,14,0.0022250476795931343
MOUNT PLEASANT,JAPANESE PAGODA TREE,1,1.589319771137953e-4
MOUNT PLEASANT,JAPANESE SNOWBELL,60,0.009535918626827717
MOUNT PLEASANT,JAPANESE STEWARTIA,42,0.006675143038779402
MOUNT PLEASANT,KARPICK RED MAPLE,16,0.0025429116338207248
MOUNT PLEASANT,KATSURA TREE,129,0.020502225047679592
MOUNT PLEASANT,KOBUS MAGNOLIA,36,0.00572155117609663
MOUNT PLEASANT,KOREAN MOUNTAIN ASH,4,6.357279084551812e-4
MOUNT PLEASANT,KWANZAN FLOWERING CHERRY,758,0.12047043865225683
MOUNT PLEASANT,LAVALLEI HYBRID HAWTHORN,5,7.946598855689765e-4
MOUNT PLEASANT,LAWSON CYPRESS/PORT ORFORD CED,24,0.003814367450731087
MOUNT PLEASANT,LEPRECHAUN ASH,10,0.001589319771137953
MOUNT PLEASANT,LITTLE LEAF LINDEN,4,6.357279084551812e-4
MOUNT PLEASANT,LITTLE-LEAF LINDEN,8,0.0012714558169103624
MOUNT PLEASANT,LOMBARDY POPLAR,2,3.178639542275906e-4
MOUNT PLEASANT,LONDON PLANE TREE,22,0.0034965034965034965
MOUNT PLEASANT,LUCAS COLUMNAR HORNBEAM,24,0.003814367450731087
MOUNT PLEASANT,MAGNOLIA 'CAERHAYS BELLE',6,9.535918626827717e-4
MOUNT PLEASANT,MAGNOLIA 'GALAXY',11,0.0017482517482517483
MOUNT PLEASANT,MAGNOLIA 'VULCAN',5,7.946598855689765e-4
MOUNT PLEASANT,MAGNOLIA SPECIES,3,4.7679593134138587e-4
MOUNT PLEASANT,MAGNOLIA WADA'S MEMORY,13,0.002066115702479339
MOUNT PLEASANT,MAPLE SPECIES,36,0.00572155117609663
MOUNT PLEASANT,MAZZARD CHERRY,11,0.0017482517482517483
MOUNT PLEASANT,MORGAN RED MAPLE,87,0.01382708200890019
MOUNT PLEASANT,MOSS SAWARA FALSECYPRESS,1,1.589319771137953e-4
MOUNT PLEASANT,NIGHT PURPLE LEAF PLUM,8,0.0012714558169103624
MOUNT PLEASANT,NORTHERN PIN OAK,38,0.006039415130324221
MOUNT PLEASANT,NORTHERN WHITE CEDAR,4,6.357279084551812e-4
MOUNT PLEASANT,NORTHWOOD RED MAPLE,1,1.589319771137953e-4
MOUNT PLEASANT,NORWAY MAPLE,164,0.026064844246662427
MOUNT PLEASANT,NORWAY SPRUCE,3,4.7679593134138587e-4
MOUNT PLEASANT,NORWEGIAN SUNSET MAPLE,28,0.004450095359186269
MOUNT PLEASANT,OAK SPECIES,1,1.589319771137953e-4
MOUNT PLEASANT,OCTOBER GLORY RED MAPLE,16,0.0025429116338207248
MOUNT PLEASANT,ORANGEBARK STEWARTIA,1,1.589319771137953e-4
MOUNT PLEASANT,OSAKAZUKI JAPANESE MAPLE,24,0.003814367450731087
MOUNT PLEASANT,PACIFIC DOGWOOD,1,1.589319771137953e-4
MOUNT PLEASANT,PACIFIC SUNSET MAPLE,41,0.006516211061665607
MOUNT PLEASANT,PANACEK MAPLE,6,9.535918626827717e-4
MOUNT PLEASANT,PAPER BIRCH,4,6.357279084551812e-4
MOUNT PLEASANT,PAPERBARK CHERRY,1,1.589319771137953e-4
MOUNT PLEASANT,PAPERBARK MAPLE,26,0.004132231404958678
MOUNT PLEASANT,PATMORE ASH,1,1.589319771137953e-4
MOUNT PLEASANT,PAUL'S SCARLET HAWTHORN,2,3.178639542275906e-4
MOUNT PLEASANT,PEAR SPECIES,9,0.0014303877940241576
MOUNT PLEASANT,PERE DAVIDS MAPLE,16,0.0025429116338207248
MOUNT PLEASANT,PERSIAN IRONWOOD,28,0.004450095359186269
MOUNT PLEASANT,PIN OAK,91,0.014462809917355372
MOUNT PLEASANT,PINE SPECIES,1,1.589319771137953e-4
MOUNT PLEASANT,PINK KOUSA DOGWOOD,19,0.0030197075651621106
MOUNT PLEASANT,PINK PERFECTION CHERRY,47,0.007469802924348379
MOUNT PLEASANT,PISSARD PLUM,115,0.01827717736808646
MOUNT PLEASANT,PONDEROSA PINE,1,1.589319771137953e-4
MOUNT PLEASANT,PRAIRIE FIRE CRABAPPLE,3,4.7679593134138587e-4
MOUNT PLEASANT,PRINCETON GOLD MAPLE,2,3.178639542275906e-4
MOUNT PLEASANT,PURPLE DAWYCK BEECH,4,6.357279084551812e-4
MOUNT PLEASANT,PURPLE HAZE JAPANESE PLUM,1,1.589319771137953e-4
MOUNT PLEASANT,PURPLE LEAF SYCAMORE MAPLE,6,9.535918626827717e-4
MOUNT PLEASANT,PYRAMID BLACK LOCUST,1,1.589319771137953e-4
MOUNT PLEASANT,PYRAMIDAL ENGLISH OAK,52,0.008264462809917356
MOUNT PLEASANT,PYRAMIDAL EUROPEAN BIRCH,3,4.7679593134138587e-4
MOUNT PLEASANT,PYRAMIDAL EUROPEAN HORNBEAM,205,0.032581055308328034
MOUNT PLEASANT,QUEEN ELIZABETH MAPLE,20,0.003178639542275906
MOUNT PLEASANT,RANCHO SARGENT CHERRY,26,0.004132231404958678
MOUNT PLEASANT,RAYWOOD ASH,64,0.010171646535282899
MOUNT PLEASANT,RED CAUCASIAN MAPLE,14,0.0022250476795931343
MOUNT PLEASANT,RED FOX KATSURA,4,6.357279084551812e-4
MOUNT PLEASANT,RED JAPANESE MAPLE,1,1.589319771137953e-4
MOUNT PLEASANT,RED JEWEL CRABAPPLE,2,3.178639542275906e-4
MOUNT PLEASANT,RED MAPLE,273,0.04338842975206612
MOUNT PLEASANT,RED OAK,28,0.004450095359186269
MOUNT PLEASANT,RED RAGE TUPELO,9,0.0014303877940241576
MOUNT PLEASANT,RED SHINE MAPLE,8,0.0012714558169103624
MOUNT PLEASANT,RED SUNSET RED MAPLE,57,0.009059122695486331
MOUNT PLEASANT,REDBUD CRABAPPLE,53,0.008423394787031151
MOUNT PLEASANT,REDLEAF BEECH,3,4.7679593134138587e-4
MOUNT PLEASANT,REDSPIRE PEAR,3,4.7679593134138587e-4
MOUNT PLEASANT,ROSE OF SHARON,6,9.535918626827717e-4
MOUNT PLEASANT,ROSTHERN CRABAPPLE,4,6.357279084551812e-4
MOUNT PLEASANT,ROYAL SPLENDOR CRABAPPLE,2,3.178639542275906e-4
MOUNT PLEASANT,RUBY RED HORSECHESTNUT,17,0.00270184361093452
MOUNT PLEASANT,SARGENT FLOWERING CHERRY,11,0.0017482517482517483
MOUNT PLEASANT,SAWTOOTH OAK,18,0.002860775588048315
MOUNT PLEASANT,SCARLET OAK,28,0.004450095359186269
MOUNT PLEASANT,SCHUBERT CHOKECHERRY,5,7.946598855689765e-4
MOUNT PLEASANT,SCHWEDLER NORWAY MAPLE,4,6.357279084551812e-4
MOUNT PLEASANT,SCOTCH PINE,5,7.946598855689765e-4
MOUNT PLEASANT,SCOTS ELM,15,0.0023839796567069293
MOUNT PLEASANT,SEIBOLDI CHERRY,12,0.0019071837253655435
MOUNT PLEASANT,SERBIAN SPRUCE,1,1.589319771137953e-4
MOUNT PLEASANT,SHADEMASTER HONEYLOCUST,2,3.178639542275906e-4
MOUNT PLEASANT,SHIROFUGEN CHERRY,13,0.002066115702479339
MOUNT PLEASANT,SHIROTAE(MT FUJI) CHERRY,12,0.0019071837253655435
MOUNT PLEASANT,SHOJO JAPANESE MAPLE,1,1.589319771137953e-4
MOUNT PLEASANT,SHORE PINE,4,6.357279084551812e-4
MOUNT PLEASANT,SHUMARD OAK,2,3.178639542275906e-4
MOUNT PLEASANT,SILVER LINDEN,1,1.589319771137953e-4
MOUNT PLEASANT,SILVER MAPLE,13,0.002066115702479339
MOUNT PLEASANT,SILVER VARIEGATED NORWAY MAPLE,2,3.178639542275906e-4
MOUNT PLEASANT,SNAKEBARK MAPLE,11,0.0017482517482517483
MOUNT PLEASANT,SNOW GOOSE CHERRY,1,1.589319771137953e-4
MOUNT PLEASANT,SNOWBIRD HAWTHORN,2,3.178639542275906e-4
MOUNT PLEASANT,SNOWCONE JAPANESE SNOWBELL,5,7.946598855689765e-4
MOUNT PLEASANT,SOUTHERN MAGNOLIA,2,3.178639542275906e-4
MOUNT PLEASANT,SPANISH CHESTNUT,1,1.589319771137953e-4
MOUNT PLEASANT,SPECKLED ALDER,1,1.589319771137953e-4
MOUNT PLEASANT,STAGHORN SUMAC,3,4.7679593134138587e-4
MOUNT PLEASANT,STELLAR PINK DOGWOOD,11,0.0017482517482517483
MOUNT PLEASANT,SUGAR MAPLE,3,4.7679593134138587e-4
MOUNT PLEASANT,SUMMIT ASH,1,1.589319771137953e-4
MOUNT PLEASANT,SUNBURST HONEYLOCUST,9,0.0014303877940241576
MOUNT PLEASANT,SUPERFORM NORWAY MAPLE,4,6.357279084551812e-4
MOUNT PLEASANT,SWEETGUM SPECIES,2,3.178639542275906e-4
MOUNT PLEASANT,SYCAMORE MAPLE,57,0.009059122695486331
MOUNT PLEASANT,TATARIAN MAPLE,3,4.7679593134138587e-4
MOUNT PLEASANT,TCHONOSKI CRABAPPLE,1,1.589319771137953e-4
MOUNT PLEASANT,THORNLESS COCKSPUR HAWTHORN,6,9.535918626827717e-4
MOUNT PLEASANT,THORNLESS HONEYLOCUST,25,0.003973299427844882
MOUNT PLEASANT,THUNDERCLOUD PURPLE PLUM,1,1.589319771137953e-4
MOUNT PLEASANT,TOBA HAWTHORN,32,0.0050858232676414495
MOUNT PLEASANT,TREE LILAC,53,0.008423394787031151
MOUNT PLEASANT,TREE OF HEAVEN,1,1.589319771137953e-4
MOUNT PLEASANT,TRICOLOR BEECH,6,9.535918626827717e-4
MOUNT PLEASANT,TRICOLOR DOGWOOD,1,1.589319771137953e-4
MOUNT PLEASANT,TULIPTREE,15,0.0023839796567069293
MOUNT PLEASANT,TUPELO,38,0.006039415130324221
MOUNT PLEASANT,UKON JAPANESE CHERRY,99,0.015734265734265736
MOUNT PLEASANT,UPRIGHT PERSIAN IRONWOOD,2,3.178639542275906e-4
MOUNT PLEASANT,VANDERWOLFS PINE,2,3.178639542275906e-4
MOUNT PLEASANT,VANESSA PERSIAN IRONWOOD,67,0.010648442466624285
MOUNT PLEASANT,VILLAGE GREEN ZELKOVA,1,1.589319771137953e-4
MOUNT PLEASANT,VINE MAPLE,5,7.946598855689765e-4
MOUNT PLEASANT,WASHINGTON HAWTHORN,2,3.178639542275906e-4
MOUNT PLEASANT,WATERER GOLDENCHAIN TREE,1,1.589319771137953e-4
MOUNT PLEASANT,WESTERN HEMLOCK,1,1.589319771137953e-4
MOUNT PLEASANT,WESTERN RED CEDAR,29,0.004609027336300063
MOUNT PLEASANT,WESTOFF'S GLORIE EUROPEAN ASH,2,3.178639542275906e-4
MOUNT PLEASANT,WHITE ASH,23,0.003655435473617292
MOUNT PLEASANT,WHITE HIMALAYAN BIRCH,4,6.357279084551812e-4
MOUNT PLEASANT,WILLOW OAK,1,1.589319771137953e-4
MOUNT PLEASANT,WORPLESDON SWEETGUM,132,0.02097902097902098
MOUNT PLEASANT,YELLOW BUCKEYE,1,1.589319771137953e-4
MOUNT PLEASANT,YELLOWWOOD,9,0.0014303877940241576
MOUNT PLEASANT,YOSHINO CHERRY,1,1.589319771137953e-4
MOUNT PLEASANT,YULAN MAGNOLIA,1,1.589319771137953e-4
OAKRIDGE,AKEBONO FLOWERING CHERRY,65,0.013552960800667223
OAKRIDGE,ALDERLEAFED MOUNTAIN ASH,1,2.085070892410342e-4
OAKRIDGE,ALLGOLD EUROPEAN ASH,1,2.085070892410342e-4
OAKRIDGE,AMERICAN ELM,44,0.009174311926605505
OAKRIDGE,AMERICAN FILBERT,1,2.085070892410342e-4
OAKRIDGE,AMERICAN HORNBEAM,1,2.085070892410342e-4
OAKRIDGE,AMERICAN MOUNTAIN ASH,1,2.085070892410342e-4
OAKRIDGE,AMERICAN SWEETGUM,2,4.170141784820684e-4
OAKRIDGE,AMUR CORKTREE,2,4.170141784820684e-4
OAKRIDGE,AMUR MAPLE,18,0.0037531276063386154
OAKRIDGE,APPLE SPECIES,1,2.085070892410342e-4
OAKRIDGE,APPRICOT PLUM,6,0.0012510425354462051
OAKRIDGE,ARBORVITAE SPECIES,2,4.170141784820684e-4
OAKRIDGE,ARISTOCRAT PEAR,18,0.0037531276063386154
OAKRIDGE,ARMSTRONG RED MAPLE,35,0.007297748123436197
OAKRIDGE,ASH SPECIES,3,6.255212677231026e-4
OAKRIDGE,AUSTRIAN PINE,16,0.003336113427856547
OAKRIDGE,AUTUMN APPLAUSE ASH,84,0.01751459549624687
OAKRIDGE,AUTUMN BLAZE RED MAPLE,42,0.008757297748123435
OAKRIDGE,AUTUMN FLAME RED MAPLE,10,0.002085070892410342
OAKRIDGE,AUTUMN HIGAN CHERRY,16,0.003336113427856547
OAKRIDGE,AUTUMN PURPLE ASH,1,2.085070892410342e-4
OAKRIDGE,BASSWOOD,1,2.085070892410342e-4
OAKRIDGE,BERGESON ASH,12,0.0025020850708924102
OAKRIDGE,BIGLEAF MAPLE,7,0.0014595496246872393
OAKRIDGE,BLACK COTTONWOOD,1,2.085070892410342e-4
OAKRIDGE,BLACK LOCUST,5,0.001042535446205171
OAKRIDGE,BLOODGOOD JAPANESE MAPLE,3,6.255212677231026e-4
OAKRIDGE,BLOODGOOD PLANE TREE,13,0.0027105921601334446
OAKRIDGE,BOWHALL RED MAPLE,27,0.005629691409507923
OAKRIDGE,BOXELDER,7,0.0014595496246872393
OAKRIDGE,BRANDON ELM,11,0.0022935779816513763
OAKRIDGE,BRANDYWINE RED MAPLE,14,0.0029190992493744786
OAKRIDGE,CALIFORNIA INCENSE CEDAR,2,4.170141784820684e-4
OAKRIDGE,CALLERY PEAR,8,0.0016680567139282735
OAKRIDGE,CARDINAL ROYAL MOUNTAIN ASH,7,0.0014595496246872393
OAKRIDGE,CAUCASIAN ASH,5,0.001042535446205171
OAKRIDGE,CAUCASIAN MAPLE,5,0.001042535446205171
OAKRIDGE,CHANCELLOR LINDEN,6,0.0012510425354462051
OAKRIDGE,CHANTICLEER PEAR,7,0.0014595496246872393
OAKRIDGE,"CHERRY, PLUM OR PEACH SPECIES",4,8.340283569641367e-4
OAKRIDGE,CHINA GIRL DOGWOOD,2,4.170141784820684e-4
OAKRIDGE,CHINESE KOUSA DOGWOOD,19,0.00396163469557965
OAKRIDGE,COLORADO BLUE SPRUCE,3,6.255212677231026e-4
OAKRIDGE,COLORADO SPRUCE,2,4.170141784820684e-4
OAKRIDGE,COLUMNAR NORWAY MAPLE,93,0.01939115929941618
OAKRIDGE,COLUMNAR SWEDISH ASPEN,1,2.085070892410342e-4
OAKRIDGE,COMMON APPLE,13,0.0027105921601334446
OAKRIDGE,COMMON HACKBERRY,3,6.255212677231026e-4
OAKRIDGE,COMMON HORSECHESTNUT,4,8.340283569641367e-4
OAKRIDGE,COMMON LILAC,2,4.170141784820684e-4
OAKRIDGE,CONQUEST MAPLE,1,2.085070892410342e-4
OAKRIDGE,COPPER OR PURPLE BEECH,1,2.085070892410342e-4
OAKRIDGE,CRIMEAN LINDEN,38,0.0079232693911593
OAKRIDGE,CRIMSON KING NORWAY MAPLE,32,0.006672226855713094
OAKRIDGE,CRIMSON SPIRE OAK,1,2.085070892410342e-4
OAKRIDGE,CRIMSON SUNSET MAPLE,1,2.085070892410342e-4
OAKRIDGE,DAWN REDWOOD,3,6.255212677231026e-4
OAKRIDGE,DAWSON'S MAGNOLIA,1,2.085070892410342e-4
OAKRIDGE,DAWYCK'S BEECH,18,0.0037531276063386154
OAKRIDGE,DEBORAH NORWAY MAPLE,18,0.0037531276063386154
OAKRIDGE,DEGROOT LINDEN,4,8.340283569641367e-4
OAKRIDGE,DEODAR CEDAR,16,0.003336113427856547
OAKRIDGE,DIVERSIFOLIA EUROPEAN ASH,2,4.170141784820684e-4
OAKRIDGE,DOUGLAS FIR,38,0.0079232693911593
OAKRIDGE,DOVE OR HANDKERCHIEF TREE,8,0.0016680567139282735
OAKRIDGE,EDDIES WHITE WONDER DOGWOOD,44,0.009174311926605505
OAKRIDGE,ELWOOD NORWAY MAPLE,1,2.085070892410342e-4
OAKRIDGE,EMERALD QUEEN NORWAY MAPLE,11,0.0022935779816513763
OAKRIDGE,ENGLISH HAWTHORN,17,0.0035446205170975814
OAKRIDGE,ENGLISH HOLLY,1,2.085070892410342e-4
OAKRIDGE,ENGLISH OAK,2,4.170141784820684e-4
OAKRIDGE,ENGLISH YEW,1,2.085070892410342e-4
OAKRIDGE,EUROPEAN ASH,43,0.00896580483736447
OAKRIDGE,EUROPEAN BEECH,52,0.010842368640533779
OAKRIDGE,EUROPEAN HORNBEAM,12,0.0025020850708924102
OAKRIDGE,EUROPEAN MOUNTAIN ASH,3,6.255212677231026e-4
OAKRIDGE,EUROPEAN WHITE BIRCH,44,0.009174311926605505
OAKRIDGE,EVELYN HEDGE MAPLE,6,0.0012510425354462051
OAKRIDGE,FALL GOLD BLACK ASH,1,2.085070892410342e-4
OAKRIDGE,FERNLEAF BEECH,2,4.170141784820684e-4
OAKRIDGE,FERNLEAF COPPER BEECH,2,4.170141784820684e-4
OAKRIDGE,FLOWERING ASH,40,0.008340283569641367
OAKRIDGE,FLOWERING DOGWOOD,4,8.340283569641367e-4
OAKRIDGE,FRAGRANT SNOWBELL,2,4.170141784820684e-4
OAKRIDGE,FRANZ FONTAINE HORNBEAM,8,0.0016680567139282735
OAKRIDGE,FREEMAN'S S.S. MAPLE,7,0.0014595496246872393
OAKRIDGE,GIANT SEQUOIA,4,8.340283569641367e-4
OAKRIDGE,GLOBE OR MOPHEAD ACACIA,1,2.085070892410342e-4
OAKRIDGE,GLOBEHEAD NORWAY MAPLE,38,0.0079232693911593
OAKRIDGE,GOLD LEAF BLACK LOCUST,21,0.004378648874061718
OAKRIDGE,GOLDEN DAWYCK BEECH,13,0.0027105921601334446
OAKRIDGE,GOLDEN DESERT ASH,6,0.0012510425354462051
OAKRIDGE,GOLDEN GIANT ARBORVITAE,5,0.001042535446205171
OAKRIDGE,GOLDEN WHITEBEAM,69,0.014386989157631359
OAKRIDGE,GOLDSPOT DOGWOOD,1,2.085070892410342e-4
OAKRIDGE,GRAND FIR,3,6.255212677231026e-4
OAKRIDGE,GREEN ASH,21,0.004378648874061718
OAKRIDGE,GREEN COLUMN BLACK MAPLE,3,6.255212677231026e-4
OAKRIDGE,GREEN PILLAR PIN OAK,1,2.085070892410342e-4
OAKRIDGE,GREEN VASE ZELKOVA,2,4.170141784820684e-4
OAKRIDGE,GREENLACE JAPANESE MAPLE,1,2.085070892410342e-4
OAKRIDGE,HALKA HONEYLOCUST,2,4.170141784820684e-4
OAKRIDGE,HARVEST ORANGE JPN MAPLE,3,6.255212677231026e-4
OAKRIDGE,HARVEST ORANGE MAPLE,1,2.085070892410342e-4
OAKRIDGE,HEDGE MAPLE,39,0.008131776480400334
OAKRIDGE,HINOKI FALSECYPRESS,2,4.170141784820684e-4
OAKRIDGE,HOT WINGS MAPLE,2,4.170141784820684e-4
OAKRIDGE,JAPANESE BEECH,2,4.170141784820684e-4
OAKRIDGE,JAPANESE DOGWOOD,9,0.0018765638031693077
OAKRIDGE,JAPANESE FLOWERING CHERRY,52,0.010842368640533779
OAKRIDGE,JAPANESE FLOWERING CRABAPPLE,41,0.008548790658882402
OAKRIDGE,JAPANESE HORNBEAM,1,2.085070892410342e-4
OAKRIDGE,JAPANESE MAPLE,3,6.255212677231026e-4
OAKRIDGE,JAPANESE SNOWBELL,3,6.255212677231026e-4
OAKRIDGE,JAPANESE STEWARTIA,42,0.008757297748123435
OAKRIDGE,KARPICK RED MAPLE,28,0.005838198498748957
OAKRIDGE,KATSURA TREE,205,0.04274395329441201
OAKRIDGE,KOBUS MAGNOLIA,147,0.030650542118432027
OAKRIDGE,KOREAN MOUNTAIN ASH,4,8.340283569641367e-4
OAKRIDGE,KWANZAN FLOWERING CHERRY,542,0.11301084236864054
OAKRIDGE,LAVALLEI HYBRID HAWTHORN,31,0.00646371976647206
OAKRIDGE,LAWSON CYPRESS/PORT ORFORD CED,20,0.004170141784820684
OAKRIDGE,LEPRECHAUN ASH,1,2.085070892410342e-4
OAKRIDGE,LONDON PLANE TREE,17,0.0035446205170975814
OAKRIDGE,MAGNOLIA 'BLOOD MOON',1,2.085070892410342e-4
OAKRIDGE,MAGNOLIA 'CAERHAYS BELLE',8,0.0016680567139282735
OAKRIDGE,MAGNOLIA 'GALAXY',32,0.006672226855713094
OAKRIDGE,MAGNOLIA 'RUSTICA RUBRA',2,4.170141784820684e-4
OAKRIDGE,MAGNOLIA 'VULCAN',23,0.0047956630525437865
OAKRIDGE,MAGNOLIA SPECIES,2,4.170141784820684e-4
OAKRIDGE,MAGNOLIA WADA'S MEMORY,4,8.340283569641367e-4
OAKRIDGE,MAJESTIC WHITEBEAM,10,0.002085070892410342
OAKRIDGE,MAPLE SPECIES,3,6.255212677231026e-4
OAKRIDGE,MAZZARD CHERRY,4,8.340283569641367e-4
OAKRIDGE,MODESTO ASH,1,2.085070892410342e-4
OAKRIDGE,MONKEY PUZZLE TREE,1,2.085070892410342e-4
OAKRIDGE,MORAINE HONEYLOCUST,11,0.0022935779816513763
OAKRIDGE,MOSS SAWARA FALSECYPRESS,3,6.255212677231026e-4
OAKRIDGE,MOUNTAIN BLACK HEMLOCK,2,4.170141784820684e-4
OAKRIDGE,MUGO PINE,2,4.170141784820684e-4
OAKRIDGE,MULAN MAGNOLIA,1,2.085070892410342e-4
OAKRIDGE,NIGHT PURPLE LEAF PLUM,187,0.0389908256880734
OAKRIDGE,NOOTKA CYPRESS,23,0.0047956630525437865
OAKRIDGE,NORTHERN GEM ASH,2,4.170141784820684e-4
OAKRIDGE,NORTHERN WHITE CEDAR,1,2.085070892410342e-4
